algorithm,run,seed,distance,cost,route_time,solving_time,clusters,epochs
aco,12,884860,304542.0,700000.0,26184.6,2.8101096153259277,7,
pso,12,884860,308899.4,700000.0,26444.0,2.8170595169067383,7,
ntnsga2,13,486652,302039.69999999995,700000.0,25840.6,2.84963321685791,7,1.0
nsga2,13,486652,304324.89999999997,700000.0,25953.600000000002,2.8042759895324707,7,
ga,13,486652,303618.6,700000.0,26002.5,2.8045878410339355,7,
aco,13,486652,304542.0,700000.0,26184.6,2.809636354446411,7,
pso,13,486652,308899.4,700000.0,26444.0,2.812267780303955,7,
ntnsga2,14,356166,301684.6,700000.0,25945.1,2.8244476318359375,7,1.0
nsga2,14,356166,304324.89999999997,700000.0,25953.600000000002,2.8046512603759766,7,
ga,14,356166,303618.6,700000.0,26002.5,2.8022639751434326,7,
aco,14,356166,304542.0,700000.0,26184.6,2.8118584156036377,7,
pso,14,356166,308899.4,700000.0,26444.0,2.8116307258605957,7,
ntnsga2,15,34115,302265.2,700000.0,26023.5,2.8334109783172607,7,1.0
nsga2,15,34115,304324.89999999997,700000.0,25953.600000000002,2.803112268447876,7,
ga,15,34115,303618.6,700000.0,26002.5,2.804241180419922,7,
aco,15,34115,304542.0,700000.0,26184.6,2.8045742511749268,7,
pso,15,34115,308899.4,700000.0,26444.0,2.8151068687438965,7,
ntnsga2,16,827388,302315.2,700000.0,26009.7,2.854417085647583,7,1.0
nsga2,16,827388,304324.89999999997,700000.0,25953.600000000002,2.804979085922241,7,
ga,16,827388,303618.6,700000.0,26002.5,2.8029956817626953,7,
aco,16,827388,304542.0,700000.0,26184.6,2.809380054473877,7,
pso,16,827388,308899.4,700000.0,26444.0,2.813559055328369,7,
ntnsga2,17,800928,301683.7,700000.0,25934.300000000003,2.8242926597595215,7,1.0
nsga2,17,800928,304324.89999999997,700000.0,25953.600000000002,2.802717685699463,7,
ga,17,800928,303618.6,700000.0,26002.5,2.8025569915771484,7,
aco,17,800928,304542.0,700000.0,26184.6,2.812964677810669,7,
pso,17,800928,308899.4,700000.0,26444.0,2.8088693618774414,7,
ntnsga2,18,830304,302529.9,700000.0,25837.100000000002,2.858372926712036,7,1.0
nsga2,18,830304,304324.89999999997,700000.0,25953.600000000002,2.8056864738464355,7,
ga,18,830304,303618.6,700000.0,26002.5,2.803776741027832,7,
aco,18,830304,304542.0,700000.0,26184.6,2.8057985305786133,7,
pso,18,830304,308899.4,700000.0,26444.0,2.8048088550567627,7,
ntnsga2,19,703119,302047.99999999994,700000.0,26037.1,2.8548970222473145,7,1.0
nsga2,19,703119,304324.89999999997,700000.0,25953.600000000002,2.8057568073272705,7,
ga,19,703119,303618.6,700000.0,26002.5,2.804422378540039,7,
aco,19,703119,304542.0,700000.0,26184.6,2.8110644817352295,7,
pso,19,703119,308899.4,700000.0,26444.0,2.814462184906006,7,
ntnsga2,20,368834,303197.6,700000.0,25899.1,2.8297183513641357,7,1.0
nsga2,20,368834,304324.89999999997,700000.0,25953.600000000002,2.8038647174835205,7,
ga,20,368834,303618.6,700000.0,26002.5,2.8023226261138916,7,
aco,20,368834,304542.0,700000.0,26184.6,2.8092525005340576,7,
pso,20,368834,308899.4,700000.0,26444.0,2.8125221729278564,7,
ntnsga2,21,965453,302351.39999999997,700000.0,25998.6,2.8508658409118652,7,1.0
nsga2,21,965453,304324.89999999997,700000.0,25953.600000000002,2.804332971572876,7,
ga,21,965453,303618.6,700000.0,26002.5,2.8033852577209473,7,
aco,21,965453,304542.0,700000.0,26184.6,2.811535596847534,7,
pso,21,965453,308899.4,700000.0,26444.0,2.8108835220336914,7,
ntnsga2,22,606515,302012.69999999995,700000.0,26038.3,2.8315088748931885,7,1.0
nsga2,22,606515,304324.89999999997,700000.0,25953.600000000002,2.8033413887023926,7,
ga,22,606515,303618.6,700000.0,26002.5,2.80114483833313,7,
aco,22,606515,304542.0,700000.0,26184.6,2.8115289211273193,7,
pso,22,606515,308899.4,700000.0,26444.0,2.8102986812591553,7,
ntnsga2,23,861957,302529.9,700000.0,25837.100000000002,2.836202383041382,7,1.0
nsga2,23,861957,304324.89999999997,700000.0,25953.600000000002,2.8061230182647705,7,
ga,23,861957,303618.6,700000.0,26002.5,2.8033344745635986,7,
aco,23,861957,304542.0,700000.0,26184.6,2.811014175415039,7,
pso,23,861957,308899.4,700000.0,26444.0,2.817995071411133,7,
ntnsga2,24,81486,302047.99999999994,700000.0,26036.199999999997,2.837132453918457,7,1.0
nsga2,24,81486,304324.89999999997,700000.0,25953.600000000002,2.8032796382904053,7,
ga,24,81486,303618.6,700000.0,26002.5,2.8031718730926514,7,
aco,24,81486,304542.0,700000.0,26184.6,2.808859348297119,7,
pso,24,81486,308899.4,700000.0,26444.0,2.8109962940216064,7,
ntnsga2,25,946679,302529.9,700000.0,25837.100000000002,2.840883255004883,7,1.0
nsga2,25,946679,304324.89999999997,700000.0,25953.600000000002,2.803921699523926,7,
ga,25,946679,303618.6,700000.0,26002.5,2.803267478942871,7,
aco,25,946679,304542.0,700000.0,26184.6,2.814863681793213,7,
pso,25,946679,308899.4,700000.0,26444.0,2.8164210319519043,7,
ntnsga2,26,169973,302047.99999999994,700000.0,26037.300000000003,2.8247134685516357,7,1.0
nsga2,26,169973,304324.89999999997,700000.0,25953.600000000002,2.8057167530059814,7,
ga,26,169973,303618.6,700000.0,26002.5,2.803980588912964,7,
aco,26,169973,304542.0,700000.0,26184.6,2.8115546703338623,7,
pso,26,169973,308899.4,700000.0,26444.0,2.8152873516082764,7,
ntnsga2,27,61347,302047.99999999994,700000.0,26033.5,2.8537862300872803,7,1.0
nsga2,27,61347,304324.89999999997,700000.0,25953.600000000002,2.8026487827301025,7,
ga,27,61347,303618.6,700000.0,26002.5,2.8023734092712402,7,
aco,27,61347,304542.0,700000.0,26184.6,2.8086886405944824,7,
pso,27,61347,308899.4,700000.0,26444.0,2.810396432876587,7,
ntnsga2,28,18323,302814.4,700000.0,25969.7,2.822047710418701,7,1.0
nsga2,28,18323,304324.89999999997,700000.0,25953.600000000002,2.8043670654296875,7,
ga,28,18323,303618.6,700000.0,26002.5,2.8026175498962402,7,
aco,28,18323,304542.0,700000.0,26184.6,2.806434154510498,7,
pso,28,18323,308899.4,700000.0,26444.0,2.8173460960388184,7,
ntnsga2,29,523191,302894.19999999995,700000.0,25949.5,2.82108736038208,7,1.0
nsga2,29,523191,304324.89999999997,700000.0,25953.600000000002,2.806104898452759,7,
ga,29,523191,303618.6,700000.0,26002.5,2.8042006492614746,7,
aco,29,523191,304542.0,700000.0,26184.6,2.8078157901763916,7,
pso,29,523191,308899.4,700000.0,26444.0,2.809584140777588,7,
