algorithm,run,seed,distance,cost,route_time,solving_time,clusters,epochs
nsga2,8,856245,106989.02001975047,700000.0,106989.02001975047,2.149106979370117,7,
ga,8,856245,108445.89829256933,700000.0,108445.89829256933,2.1220052242279053,7,
aco,8,856245,107418.11059423152,700000.0,107418.11059423152,2.1206841468811035,7,
pso,8,856245,107787.22815196932,700000.0,107787.22815196932,2.108424663543701,7,
ntnsga2,9,140406,116901.46835007673,700000.0,116901.46835007673,2.185556650161743,7,1.0
nsga2,9,140406,116901.46835007674,700000.0,116901.46835007674,2.167538642883301,7,
ga,9,140406,117015.7932511318,700000.0,117015.7932511318,2.1261539459228516,7,
aco,9,140406,117015.7932511318,700000.0,117015.7932511318,2.132201910018921,7,
pso,9,140406,117023.53915578971,700000.0,117023.53915578971,2.1140949726104736,7,
ntnsga2,10,458867,114751.15513965974,700000.0,114751.15513965974,2.2107973098754883,7,1.0
nsga2,10,458867,114639.06078153854,700000.0,114639.06078153854,2.1808295249938965,7,
ga,10,458867,114483.05586792852,700000.0,114483.05586792852,2.1172282695770264,7,
aco,10,458867,114678.62647388449,700000.0,114678.62647388449,2.1202232837677,7,
pso,10,458867,114710.33393635428,700000.0,114710.33393635428,2.1073708534240723,7,
ntnsga2,11,960636,115774.05434426753,700000.0,115774.05434426753,2.2100138664245605,7,1.0
nsga2,11,960636,115699.58784262175,700000.0,115699.58784262175,2.1455698013305664,7,
ga,11,960636,115699.58784262175,700000.0,115699.58784262175,2.1298391819000244,7,
aco,11,960636,115707.61568888606,700000.0,115707.61568888606,2.126325845718384,7,
pso,11,960636,115699.58784262175,700000.0,115699.58784262175,2.1119723320007324,7,
ntnsga2,12,356002,117070.4260244457,700000.0,117070.4260244457,2.1970205307006836,7,1.0
nsga2,12,356002,117070.4260244457,700000.0,117070.4260244457,2.184194564819336,7,
ga,12,356002,117070.4260244457,700000.0,117070.4260244457,2.127535104751587,7,
aco,12,356002,117070.4260244457,700000.0,117070.4260244457,2.1222598552703857,7,
pso,12,356002,117070.4260244457,700000.0,117070.4260244457,2.109079599380493,7,
ntnsga2,13,926467,110704.14190218358,700000.0,110704.14190218358,2.219778060913086,7,1.0
nsga2,13,926467,110661.71236036286,700000.0,110661.71236036286,2.1815452575683594,7,
ga,13,926467,110661.71236036286,700000.0,110661.71236036286,2.1251285076141357,7,
aco,13,926467,110795.14693633544,700000.0,110795.14693633544,2.1152122020721436,7,
pso,13,926467,111686.54326065531,700000.0,111686.54326065531,2.1119794845581055,7,
ntnsga2,14,944237,115538.09411413793,700000.0,115538.09411413793,2.233691692352295,7,1.0
nsga2,14,944237,115487.29646324071,700000.0,115487.29646324071,2.1890408992767334,7,
ga,14,944237,115382.0892005279,700000.0,115382.0892005279,2.121692657470703,7,
aco,14,944237,115463.33490542883,700000.0,115463.33490542883,2.120368719100952,7,
pso,14,944237,115609.36726895368,700000.0,115609.36726895368,2.113419532775879,7,
ntnsga2,15,967866,110286.1517864245,700000.0,110286.1517864245,2.201808452606201,7,1.0
nsga2,15,967866,110286.15178642451,700000.0,110286.15178642451,2.17753267288208,7,
ga,15,967866,111119.32202567173,700000.0,111119.32202567173,2.120875358581543,7,
aco,15,967866,110310.1133442364,700000.0,110310.1133442364,2.125365972518921,7,
pso,15,967866,110310.1133442364,700000.0,110310.1133442364,2.109081983566284,7,
ntnsga2,16,744437,108248.46402556107,700000.0,108248.46402556107,2.2635133266448975,7,1.0
nsga2,16,744437,108248.46402556106,700000.0,108248.46402556106,2.156639814376831,7,
ga,16,744437,108248.46402556106,700000.0,108248.46402556106,2.121107578277588,7,
aco,16,744437,108376.65525701758,700000.0,108376.65525701758,2.1108484268188477,7,
pso,16,744437,108248.46402556106,700000.0,108248.46402556106,2.1119024753570557,7,
ntnsga2,17,356062,112430.12439806167,700000.0,112430.12439806167,2.217444896697998,7,1.0
nsga2,17,356062,112430.12439806166,700000.0,112430.12439806166,2.1634933948516846,7,
ga,17,356062,113148.32376878035,700000.0,113148.32376878035,2.127399444580078,7,
aco,17,356062,112430.12439806166,700000.0,112430.12439806166,2.1116764545440674,7,
pso,17,356062,113228.59662294116,700000.0,113228.59662294116,2.1165881156921387,7,
ntnsga2,18,990953,112467.79576893864,700000.0,112467.79576893864,2.170767307281494,7,1.0
nsga2,18,990953,112467.79576893864,700000.0,112467.79576893864,2.169003963470459,7,
ga,18,990953,112792.23313329878,700000.0,112792.23313329878,2.123051404953003,7,
aco,18,990953,112678.05197489192,700000.0,112678.05197489192,2.1221718788146973,7,
pso,18,990953,112467.79576893864,700000.0,112467.79576893864,2.1138484477996826,7,
ntnsga2,19,883434,112014.83975458465,700000.0,112014.83975458465,2.197174072265625,7,1.0
nsga2,19,883434,111402.026541672,700000.0,111402.026541672,2.158733367919922,7,
ga,19,883434,111884.00882037272,700000.0,111884.00882037272,2.117853879928589,7,
aco,19,883434,111495.81607757215,700000.0,111495.81607757215,2.1252856254577637,7,
pso,19,883434,112194.62187960518,700000.0,112194.62187960518,2.117048740386963,7,
ntnsga2,20,371152,111560.93820757081,700000.0,111560.93820757081,2.1598551273345947,7,1.0
nsga2,20,371152,110300.35605552499,700000.0,110300.35605552499,2.1790239810943604,7,
ga,20,371152,110710.51153533527,700000.0,110710.51153533527,2.116307258605957,7,
aco,20,371152,111240.99727400413,700000.0,111240.99727400413,2.1210830211639404,7,
pso,20,371152,111627.55160937617,700000.0,111627.55160937617,2.111588716506958,7,
ntnsga2,21,161986,117375.20561170972,700000.0,117375.20561170972,2.2809865474700928,7,1.0
nsga2,21,161986,117190.60396579694,700000.0,117190.60396579694,2.189502716064453,7,
ga,21,161986,118190.95001245965,700000.0,118190.95001245965,2.116208076477051,7,
aco,21,161986,117620.73884764755,700000.0,117620.73884764755,2.121349573135376,7,
pso,21,161986,117086.37369516847,700000.0,117086.37369516847,2.110055923461914,7,
ntnsga2,22,795595,109578.33506611409,700000.0,109578.33506611409,2.2204196453094482,7,1.0
nsga2,22,795595,109578.33506611409,700000.0,109578.33506611409,2.189668655395508,7,
ga,22,795595,109578.33506611409,700000.0,109578.33506611409,2.1399221420288086,7,
aco,22,795595,109664.09675574991,700000.0,109664.09675574991,2.119053840637207,7,
pso,22,795595,109578.33506611409,700000.0,109578.33506611409,2.1116786003112793,7,
ntnsga2,23,71537,108633.06357563881,700000.0,108633.06357563881,2.2043004035949707,7,1.0
nsga2,23,71537,108633.06357563882,700000.0,108633.06357563882,2.165128469467163,7,
ga,23,71537,108633.06357563882,700000.0,108633.06357563882,2.116352081298828,7,
aco,23,71537,108633.06357563882,700000.0,108633.06357563882,2.120046615600586,7,
pso,23,71537,108965.82422635017,700000.0,108965.82422635017,2.1142971515655518,7,
ntnsga2,24,333714,105480.49126242092,700000.0,105480.49126242092,2.2127394676208496,7,1.0
nsga2,24,333714,105368.39690429975,700000.0,105368.39690429975,2.1474528312683105,7,
ga,24,333714,108181.27733221484,700000.0,108181.27733221484,2.1227519512176514,7,
aco,24,333714,105376.42475056405,700000.0,105376.42475056405,2.125548839569092,7,
pso,24,333714,108181.27733221484,700000.0,108181.27733221484,2.110874891281128,7,
ntnsga2,25,71422,109248.77376703685,700000.0,109248.77376703685,2.2944726943969727,7,1.0
nsga2,25,71422,109206.34422521613,700000.0,109206.34422521613,2.184561014175415,7,
ga,25,71422,109206.34422521613,700000.0,109206.34422521613,2.121666669845581,7,
aco,25,71422,109292.10591485196,700000.0,109292.10591485196,2.122579574584961,7,
pso,25,71422,109206.34422521615,700000.0,109206.34422521615,2.1155779361724854,7,
ntnsga2,26,98630,111247.42847460893,700000.0,111247.42847460893,2.2141194343566895,7,1.0
nsga2,26,98630,111204.99893278822,700000.0,111204.99893278822,2.202958345413208,7,
ga,26,98630,111923.19830350691,700000.0,111923.19830350691,2.1265883445739746,7,
aco,26,98630,111290.76062242404,700000.0,111290.76062242404,2.1171443462371826,7,
pso,26,98630,111204.99893278822,700000.0,111204.99893278822,2.1096131801605225,7,
ntnsga2,27,777441,110148.61655655966,700000.0,110148.61655655966,2.186638832092285,7,1.0
nsga2,27,777441,110148.61655655965,700000.0,110148.61655655965,2.1865246295928955,7,
ga,27,777441,110148.61655655965,700000.0,110148.61655655965,2.1224050521850586,7,
aco,27,777441,110148.61655655965,700000.0,110148.61655655965,2.1119370460510254,7,
pso,27,777441,110148.61655655966,700000.0,110148.61655655966,2.1105666160583496,7,
ntnsga2,28,27058,114425.21024421777,700000.0,114425.21024421777,2.215620517730713,7,1.0
nsga2,28,27058,114341.77336799257,700000.0,114341.77336799257,2.1810121536254883,7,
ga,28,27058,114214.89664620609,700000.0,114214.89664620609,2.118037462234497,7,
aco,28,27058,114221.8941519558,700000.0,114221.8941519558,2.120481014251709,7,
pso,28,27058,114468.35191198032,700000.0,114468.35191198032,2.115002393722534,7,
ntnsga2,29,748209,113583.66310334133,700000.0,113583.66310334133,2.179652214050293,7,1.0
nsga2,29,748209,113695.75746146252,700000.0,113695.75746146252,2.1743040084838867,7,
ga,29,748209,113427.6581897313,700000.0,113427.6581897313,2.1212549209594727,7,
aco,29,748209,113532.86545244411,700000.0,113532.86545244411,2.1198785305023193,7,
pso,29,748209,113950.727058867,700000.0,113950.727058867,2.111257791519165,7,
